cpu_usage,memory_usage,label,anomaly_type,packets_count,flow_bytes_per_second,flow_packets_per_second,container_cpu_usage_seconds_rate,container_memory_usage_bytes,anomaly_type_encoded
0.134306151862162,5048.717678517299,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
0.0060463054229495,2477.7414473526533,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
1.712427905989376,5262.147769316107,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
3.1009761308428203,6132.031462636332,1,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
0.4155412103973726,2695.892002208885,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
1.53101129255168,6940.192597864453,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
0.2111553409122133,2626.9680132153053,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
2.8837847913144623,3894.9675907263018,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
1.27377141105354,5718.013755209025,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
3.8393275473495145,2286.698326584751,1,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
3.4261509093422133,8125.004060254438,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
0.8983730883533947,7528.431050165758,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
2.1635764213458586,4464.041425700676,1,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
3.931584244738199,5655.479867673802,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
0.8257937953962347,5051.067458989076,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
1.8318220824552287,5498.385097856748,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
1.1940182374024313,2646.717306996192,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
1.580631615960408,2636.8817240722065,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
2.2617798144499197,5180.713789287015,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
0.2913742840591196,698.8716415262998,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
3.7396039721595,7376.124144217676,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
3.5800127660847645,6539.585723546934,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
2.628552512362817,2954.162500246396,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
2.7718374817945906,4081.040795542949,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
2.1750253242244013,3854.5132139277066,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
1.5386091122214496,1012.9936006190374,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
3.016250128990438,7644.300171421221,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
3.577934120908001,3584.519321266155,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
2.59650747697748,1743.9646695508643,1,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
0.1811652965640773,5733.882986118906,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
3.129966510241366,2017.074352716372,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
3.627996681560775,2076.268775195876,1,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
0.0488223637213947,103.94968430506832,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
0.5232213492488698,4030.373820566136,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
1.158764847818798,2993.0227104325204,0,system_anomaly,9.0,42723.71013483681,1326.3786956352951,0.096721488151312,61784064.0,1
